Power bills could rise in peak periods http:// ift.tt/2volPPf,neutral
We Support New York's Anti-Declaw Bills A595 and S3376! https://www. change.org/en-GB/petition s/support-new-york-s-anti-declaw-bill-a595-rosenthal … pic.twitter.com/WMQMWj3UW2,negative
Looking for money to pay your school bills ? We'd love to help https://www. simpletuition.com/landing/201609 14_l.html?brnd=kickfactory&WT.mc_id=10328257&trackingId=KF-SF&kf_tnl=ZLVJYDPBK35UW9CSQ217E46F8 … ^VE,negative
Pays the bills and earns the skills besides there were free drinks,negative
"25 would be better, finished college and have to work in the real world and pay their own bills #epiphany",positive
"my mom trippin lately like I'm not paying bills and buying her expensive skin care, giiirrl",neutral
Gee that's a swell idea but these bills won't pay themselves. https:// twitter.com/firstworldpain s/status/895433612689985536 …,neutral
What about bills,neutral
young emotionally unstable with too many bills to pay with not enough money but works 2 jobs https:// twitter.com/mixtapekevin/s tatus/895367423083335680 …,neutral
@kalesalad please tweet this so I can pay my cats medical bills … https://lind seyclawsonphotographer.shootproof.com/gallery/travel s/ … pic.twitter.com/CUCKP8fC4p,neutral
I have to those bills be coming in way too fast,positive
Go bills pic.twitter.com/tbAoZdT3md,neutral
You do what u gotta do to pay your bills,negative
"You're right, no more excuses. no more capitulations, no more closed door deals that leave Americans footing the bills for #GOPe . Yes #MAGA https:// twitter.com/kelliwardaz/st atus/895474406834585600 …",neutral
When you cry at work cause you feel like you're stuck and have to tough it out cause rent and bills and just life in general,neutral
Young I Can't Remember But It Was Probably Stress Related To A Growing Pile Of Medical Bills I Can't Pay. Word. https:// twitter.com/mixtapekevin/s tatus/895367423083335680 …,neutral
ISO: a sugar daddy who likes paying bills (must be okay with getting 0 (zERO) sugar),positive
i would pay off bills as well pay for harvard tuition,neutral
Have you ever asked a church to pay ur bills or feed you?,neutral
"We too busy working, paying bills and shit smh https:// twitter.com/KMJeezy/status /895475456199274498 …",neutral
"EACH ILLEGAL KID Birth COST TAX PAYERS $ 30,000 in Hospital bills , plus $ 15,000 to school them ----> Do the Math $$ Billions. Plus Welfare https:// twitter.com/NumbersUSA/sta tus/895359302462058496 …",neutral
[Star Tribune] - Vikings vs. Bills : Time to find out if Vikings' offseason work paid off http:// ift.tt/2hLqasC,neutral
A Woman Is Suing Costco For A Chicken Salad That Cost Her Millions In Health Bills http:// a.msn.com/05/en-us/AApMi yH?ocid=st …,neutral
I can't believe you're leaving us for the Bills https:// twitter.com/kmart_bn/statu s/895445116881707008 …,positive
Young Bills https:// twitter.com/mixtapekevin/s tatus/895367423083335680 …,neutral
"Im going to get paid tomorrow, feel rich for 5min, pay my bills , & be broke AF till next payday.",neutral
Products had decent warranties; after expiration we spent money on repair technicians. We had that money because we had no Internet bills .,neutral
Bills,neutral
@TitusONeilWWE The TITUS BRAND IS $$$$$DO THAT THANG KEEP DOING IT !!!!! DOLLA BILLS Y'ALL,neutral
Oh yeah. Don't have one of those rn tho so school work & bills is taking up all my time,neutral
"Niggas will really say I pay too much money on hair, nails, lashes, and brows. It's my money. My bills paid. Oh well.",neutral
Bills Tailgating soon,neutral
My check about to be gone after I pay off all these bills,neutral
"she jst wanna do it for a real nigga , I know her style she going fuck whoever bills bigger",neutral
FY18 Appropriations Bills : National Institute of Standards and Technology http:// j.mp/2ur0erW via '@FYIscipolicy #sciencepolicy pic.twitter.com/i8pKJTStrK,neutral
HR 324 - Commending Oscar Pearson for serving on the Aubrey City Council. http://www. legis.state.tx.us/BillLookup/His tory.aspx?LegSess=851&Bill=HR324 … #txlege,neutral
"If this were about lowering property tax bills , the focus would be school finance and unfunded mandates. #txlege https://www. tribtalk.org/2017/07/21/shu tting-down-unfunded-mandates-the-states-no-limit-credit-card/ …",negative
we got bills to pay we got miles to be,neutral
I wish someone had really lectured me in school about paying bills til you die..,neutral
#BestSeatsEntry Bills,neutral
Reminders to all MCs of Maguindanao Electric Cooperative (magelco) PAY YOUR BILLS ON TIME pic.twitter.com/0BvCRj0Y2J,neutral
"So - quit talking and get it done.And while you're at it, get Health Care done. Or - get out of DC. Promises don't pay damn bills . https:// twitter.com/WaysandMeansGO P/status/895020534802591745 …",negative
This guy '@yashar don't even have enough money to pay the bill. He has to do many freelance to pay his bills . He is the cloud! https:// twitter.com/ericbolling/st atus/895403716450418688 …,neutral
I hate having to spend money on bills ugh,negative
"The ' bills ' are out of his control. Just like the wall, the Muslim ban, and the FBI investigation.",neutral
Recieved a friendly suggestion dropping bills on tats is better than the cheapest ish,positive
"No permit, training needed for concealed carry of guns under bills passed by House http:// on.freep.com/2s5eQvt via '@freep",neutral
If that were true then the congress wouid be responsible for Obamacare and not Obama. You got one more before I mute you. 43 bills .,neutral
I live in Colorado and can smoke weed and buy weed at the store but bills need to be paid... kind of depressing if you ask me,negative
"As RuPaul says, Unless they gonna pay your bills , pay them bitches no mind"".""",neutral
"In a first, two transgender rights bills introduced in Pakistan Parliament https:// goo.gl/PhpgZk via '@NewIndianXpress",negative
We '@the Bills game tomorrow.......... even though it's a preseason game and I'll probably end up leaving at halftime,neutral
"UR RIGHT ALOT OF SIGNING THAT MEANS NOTHING JUST PHOTO OPS NO TANGIBLE BILLS TO HELP OUR ECONOMY/ALOT OF LIES,BULLYING,GOLF ETC",negative
I just got money sent to my paypal guess who will be saving more to buy more albums who needs money for food and bills when you got exo,neutral
"Lol I do it for money, cuz I have family, bills , & goals. & I get paid for what I do well. Otherwise I'd spend my time reading RFCs all day",negative
"Meanwhile I'm try fill up my tank, eat, buy books, and pay bills all with just 20 bucks and some change https:// twitter.com/thislsgorgeous /status/894453095513681921 …",neutral
"Lmk if you wanna go to the bills game tomorrow, getting group tickets",neutral
"@TeaHullCity and I spent some time in the old country and coined the phrase la Cosa Nostra de Bills "" #BillsMafia""",neutral
WORKING TRYING TO KEEP THE BILLS PAID!!! REAL SPILL!!! #pic #picoftheday #logo #president … https://www. instagram.com/p/BXmMrvylqYN/,negative
Yeah. So he's trying to get another. Got too much stuff to pay for tho & behind on bills .,neutral
I could only dream of not having to pay my own bills & having everything handed to me. Some of y'all have it so good & still act a brat.,negative
come to bills,neutral
The great part for me is the campaign donors are footing the legal bills . I'm sure that's where they wanted their money spent. https:// twitter.com/kylegriffin1/s tatus/895441848088629248 …,negative
Bills fans follow these guys! Get it Drew happy for you proud of you! https:// twitter.com/RockpileReport /status/895468242357043200 …,neutral
I feel like this is Jacob in like 20 years... possibly 20 minutes but hey. We gotta pay them bills . https:// twitter.com/complex/status /894672245892820992 …,neutral
Metería a Omega por el link GT y sacaría a Bills,negative
"normally deadspin's why your team sucks is a fun light hearted roast of the NFL but this bills story is really, really really sad pic.twitter.com/TaKwep93lC",neutral
exactly. with lots more bills to come.,negative
@MccloughanScot are the bills good,neutral
both Sabres and Bills will make the yoffs https:// twitter.com/dontmesswmetro /status/893617024450011136 …,neutral
College advisor: you're going to need to quit your job or cut down your hours Me: are you gonna pay my bills ?????,negative
What was wild bills last name guess,positive
Early Look: Vikings at Bills http:// ift.tt/2vJc5kM,neutral
U CAN'T PAY UR BILLS WITH HUGS,neutral
And also i will start giving a shit about what ppl think of me when you pay my bills,negative
Would be awesome 2 hear this about a bills QB but bills fans live in denial and blow this report off when will we wake up and draft a QB!!,negative
FG To Refinance Domestic Debts Into $3bn Treasury Bills http:// bit.ly/2uIqut9 . Via naijanewsagency,neutral
Do you need money to help with college bills ? We'll help you https://www. simpletuition.com/landing/201609 14_l.html?brnd=kickfactory&WT.mc_id=10328257&trackingId=KF-SF&kf_tnl=DHMXZ5JR46CQLBNGK92YTEPS3 … ^VE,neutral
"Happy Birthday wishes in Advance Bills , more Life, success, peace & Joy.",neutral
Me trying to pay my bills right now https:// twitter.com/vivi_loves_you u/status/894726370781126657 …,neutral
https:// youtu.be/uCmT0d1ABF4 I bet he closed his eyes. I was more surprised by this completion than Nick folk drilling that 53 yarder agt bills,positive
"View '@patpaule <The CA & NY bills distinguished between single-payer & single-provider, but some folks don't. See: http://www. chicagotribune.com/news/opinion/l etters/ct-charlie-gard-single-payer-britain-20170706-story.html …",negative
Bills racking up like crazy but God is still good.,negative
Where is your outrage over Bills speaking fees in exchange for uranium deal? Or outrage over her destroying evidence. #doublestandard,negative
Now playing Till I Waltz Again With You by Five Bills ! ( https:// beachmusiccafe.airtime.pro / ),neutral
Looking for cash to help pay your tuition bills ? There's still time to apply: https://www. simpletuition.com/landing/201609 14_l.html?brnd=kickfactory&WT.mc_id=10328257&trackingId=KF-SF&kf_tnl=5EDQ1KPNT2J7FVBWUX3GLMS8A … ^VE,neutral
BILLS ON ME BLUE UH-HUH LIKE A BRUISE UH-HUH BETTER YET UH-HUH BLUES CLUES!!!!,negative
"Of his depth so he let's others write the bills , he hasn't even tried to help, war will be the same way. He's smart enough to know he's dumb",positive
Feeling the heat this winter? Did you know Energy Compare can help you save money on your energy bills ? http:// bit.ly/2uxEENB pic.twitter.com/BUrZOJsCMC,negative
their eyeballs in #Auspol debt & possibly reducing their power bills by having solar panels installed-are displacing #BabyBoomers . My point,neutral
We are still trying to help pay Snowbunny's vet bills . Can you help? Even a liddle helps a lot. Thankies! https://www. gofundme.com/snowbunnys-hos pital-bill …,negative
"shortly after he broke his wrist on the job. he was a new father, workers comp was trying to sue him, and he was neck deep in medical bills",negative
Young Financial Instability Because of Student Loans and Bills https:// twitter.com/mixtapekevin/s tatus/895367423083335680 …,neutral
"I break bread, ribs and $100 bills",negative
Turning homes into power stations could cut household fuel bills by more than 60 percent https://www. sciencedaily.com/releases/2017/ 08/170809073344.htm …,neutral
Seriously tweeps - if you want to understand why our POWER bills are through the roof - please WATCH! https:// twitter.com/theprojecttv/s tatus/895232048696221696 …,neutral
"Happy to meet you. Work hard and smart. We will tax you to pay people to make art, create beauty, pay their bills , and live well. #taxrobots https:// twitter.com/asher_wolf/sta tus/895436610916962304 …",neutral
"You aren't paying my bills so fuck your opinion"" my hair dresser is amazinnngggg""",positive
"Sorry, I don't pay my bills with your opinions, thank you very much"". Ha cemtu.""",neutral
"What a joke, he is hack, Manafort, Flynn and others will be indicted. Has not signed any major bills (healthcare, taxes, infrastructure)",positive
Chase happiness don't let none tell you no different they don't pay your bills or wipe your ass… https://www. instagram.com/p/BXmMEz-FOp9/,neutral
HR 325 - Commending Jeff Perry for serving on the Aubrey City Council. http://www. legis.state.tx.us/BillLookup/His tory.aspx?LegSess=851&Bill=HR325 … #txlege,neutral
"I get mail from them too, buts its just bills ...",positive
Bills on me blue,negative
I'm putting most of what goes into this and my cash account toward my impending move (after bills are paid). So thanks in advance! https:// twitter.com/suprihmbe/stat us/892865293676052481 …,neutral
Pelicans can hold 11 litres of water (the same as 32 cans of soft drink) in their bills . #fact http:// bit.ly/2cILv48,neutral
bills dumb as fuck. look at the name,negative
"Do you need money to pay college bills ? Fall semester starts soon, apply now: https://www. simpletuition.com/landing/201609 14_l.html?brnd=kickfactory&WT.mc_id=10328257&trackingId=KF-SF&kf_tnl=RSVNF6P9WY3EUHQ7B8ZC4MAJ2 … ^VE",neutral
$15 min wage isn't enough to pay rent on a one bedroom in portland oregon and also pay utility bills or buy food or have a car or anythhing,negative
nothing like having bills for next month paid already..,neutral
As long as the bills are paid I don't care if I gotta hustle my art or whatever I'll find a way my G mi familia is primero ese,positive
"When I get sad I just look at my bank account. I'm single, live alone, good credit, bills paid on time, family, and good friends.",neutral
Yeah because 100 dollar bills have that It's turned around but you poor negro probably has never seen one,negative
It makes me sad knowing my pops sold all his hard work & time for 3k just cause of some bills smh. Fuck bills,neutral
"Po, to no comecinho ainda, que corresponde justamente ao filme do Bills haha",neutral
Young bills https:// twitter.com/mixtapekevin/s tatus/895367423083335680 …,neutral
Give customers control of their energy bills through technology: New research from '@IluvBNE http:// bit.ly/2wJJGIA #energy #smarthome pic.twitter.com/ttBBq7ZFRt,neutral
When I get paid I'm happy for two seconds and then I pay my bills and I'm a sad sad poor girl again,neutral
"Some people literally hate their jobs, but it still pays their bills ... WELCOME TO THE REAL WORLD BITCHASS NIGGA!",neutral
"And I pay my mamas bills , no I ain't got no time to chill",positive
Can't wait for the day when my bills stop killing my paychecks,negative
just a little older with a smaller circle of friends and a lot more bills .,neutral
"If you need a job, and can't pay your bills , how are you even taking anybody out? Get your life!",neutral
Their bills got drawn from the BALLOT. Hers didn't. You do realise a ballot is a blind draw? Re yr brain comment: ?!?,neutral
Yet the government hides this from us and bills patients their entire lives because money moves this country. '@FBI '@realDonaldTrump https:// twitter.com/destroyingciip s/status/891894657826861056 …,neutral
young I opened up my bank account after paying all of my bills https:// twitter.com/mixtapekevin/s tatus/895367423083335680 …,positive
I paid our bills and did the pamamalengke alone today. I feel so responsible,neutral
Bom? Desanimei quando soube que tinha o tal do Bills (por conta do filme ruim),negative
"Sleep deprivation costing Aussies $66.3 billion in health bills , lost productivity and wellbeing #Sleep #Wellbeing http://www. smh.com.au/business/workp lace-relations/lack-of-sleep-is-costs-the-economy-more-than-66-million-20170807-gxqrew.html …",neutral
Someone go to the bills game tomorrow with me shittt,neutral
"WHEN THE GAME IS PAYING YOUR  BILLS """"",neutral
girl YES! Get some bills paid!,neutral
All bills are generated thru the House or the Senate who abhor Trumps agenda. They'll impeach Trump before letting that happen. Swamp tough.,neutral
"My bills are paid, my kids are happy and healthy, and I got the girl I want #LifesGood",neutral
GOT A BAG AND FIXED MY TEETH HOPE YOU HOES KNOW IT AINT CHEAP AND I PAY MY MAMA BILLS I AINT GOT NO TIME TO CHILL https:// twitter.com/yourfavoritezo e/status/895112713109737472 …,neutral
#Business #gas & #electricty bills soaring? Do your own DIY check to see if you could save today. http:// bit.ly/2md7wea #energy #money pic.twitter.com/DhjD2W66dn,neutral
I finally decided to get Apple Music. lol what's another $5 a month added to the bills I pay already,negative
Young medical bills https:// twitter.com/mixtapekevin/s tatus/895367423083335680 …,neutral
bills juega football pic.twitter.com/OZUN8Urp0v,neutral
"Time for Mitch to retire and live off US taxpayers, I'm willing to foot his bills to get the Government going!",neutral
im still broke if my bills are paid and i have no money left over sharon,negative
Damn girl :( medical bills are BRUTAL. I hope everything is okay,negative
Odd News A woman is suing Costco for a chicken salad that has cost her millions in health bills http:// bit.ly/2hMRuGC,neutral
"Anything will help, only if you want too I'm drowning in bills https://www. gofundme.com/492aqiw?pc=tw_ co_dashboard_a&rcid=cdd8e3740dca42ad95d401cdf9d8366b …",negative
View> '@Rare make people pay out of pocket costs http:// bit.ly/2wK3J9w <b. Not clear to me how much of the OOP bills patients REALLY pay.,neutral
Sometimes we get so caught up in trying to make money/handle bills we forget to cherish those around us. I gotta do better,neutral
Thanks! Definitely gonna think about it if my bills high next month,neutral
My parents told me if I came back home I'd have to pay for rent & my own bills there so might as well as start living on my own https:// twitter.com/mcrystalll/sta tus/895350672656289796 …,neutral
"That's because they are all rich like you, dumbass. They don't have to worry about paying their bills . https:// twitter.com/sensanders/sta tus/895313570010984448 …",negative
"You can do the same with $1, $10, or $20 bills ! #money #saving #tips pic.twitter.com/f7TPKmRlZ3",neutral
Listen ma.. if you got a nigga living with you and he don't work or pay no bills get rid of him.. NOW,neutral
"All I gotta say it WORK! Work for your future, goals, dreams, bills and WHATEVER TF ELSE UNDER THE SUN. CHASE IT BITCH, DONT BE WAITIN, TF!",positive
A woman is suing Costco for a chicken salad that has cost her millions in health bills http:// bit.ly/2wK84JQ pic.twitter.com/gERC5jCQMf,neutral
Pays the bills . https:// twitter.com/cellinoatt/sta tus/895464857973268480 …,neutral
Bills prepare for first preseason game against the Vikings http:// bit.ly/2hL4EEf #13WHAM,neutral
#SaveMoney : Go electronic to pay #creditcard bills http:// rediff.ly/6x05u #DigitalIndia #digitalpayments pic.twitter.com/d55ke8Us1x,neutral
"I entertain u, now help entertain me. 2 new '@manyvids store Adopt A Bills ----> https://www. manyvids.com/StoreItem/1038 97/Adopt-A-Bill-RedHots-Hulu-Plus/ … And ----> https://www. manyvids.com/StoreItem/1038 99/Adopt-A-Bill-RedHots-Showtime/ … pic.twitter.com/1xbB8Jh07B",neutral
"BUT JUST BELIEVE ME GIRL SOMEDAY I'II PAY THE BILLS WITH THIS GUITAR WE'LL HAVE IT GOOD,WE'LL HAVE THE LIFE WE KNEW WE WOULD,MY WORD IS GOOD",negative
Not gonna cook and clean AND split the bills with you boo lol.. we gone take turns lol,neutral
The bills don't even get out of committee.,negative
If u got the bread and no bills do it I was supposed to cop a pair of Gucci sneaks but wanted to wait n my size is sold out,neutral
"Literally had Nashville TSA ask Are you REALLY a Bills fan?"" Uhhhhh sorry that doesn't meet your standards hun. I'm committed asf.""",negative
ok i know that sounds awful to cry over money but i did the math and i put 82% of my monthly income towards rent and i can’t pay some bills,negative
I was out all day shopping paying bills working out but for reason my Dog and Husband are sound asleep while #RearWindow is on '@julieroot4 pic.twitter.com/FOW4DRPNIu,neutral
Vikings vs. Bills : Time to find out if Vikings' offseason work paid off http:// ift.tt/2ftasBH,neutral
I guess I didn't keep up w my bill even tho I'd paid a bit of it I thought they'd actually keep sending bills but they didn't so now I gotta,negative
He pays my bills n buys me chocolate,neutral
Yea bills 5-11,negative
A Woman Is Suing Costco For A Chicken Salad That Cost Her Millions In Health Bills http:// a.msn.com/05/en-us/AApMi yH?ocid=st …,neutral
Can't be real he has no dollar bills in his hands,neutral
Why are my friends on vacation right now and I work tomorrow on top of missing the bills first pre season game. This is BSSSSSS,neutral
Siempre puesta la camiseta '@Rayados '@Papa Bills 's Rio Lerma https://www. instagram.com/p/BXmLZbPlIYci 4U2ktK7xjDmoT6nT9-tep37kwY0/ …,neutral
Not like I have bills to pay yenno,negative
my family officially has no money to spend on anything besides bills and a small amount of groceries.,neutral
how do people live alone and pay for school and pay for bills and pay for food and still have any money/ time for fun,neutral
"City Council Overwhelmingly Passes Member Rosenthal's Office of Tenant Advocate"" & 17 Other Bills Targeting... http:// fb.me/2eA39pjm4""",neutral
"City Council Overwhelmingly Passes Member Rosenthal's Office of Tenant Advocate"" & 17 Other Bills Targeting ... - http://www. khasokhas.com/?p=18980""",neutral
It feels good to have bills in your name that you pay on time without your parents money,neutral
I agree with '@bgould4berkeley But I'm so grateful to '@sama and '@hanlonbt for stepping up proposing potential ballot props & #CALeg bills https:// twitter.com/bgould4berkele y/status/895354530409271296 …,neutral
If we have to pay thier medical bills that is exactly what they are...want to change your sex and play God do it on your dime not mine!! https:// twitter.com/cbcnews/status /895464739962212357 …,neutral
All I've got is 3 bills and 8 quarters is that cool? Make sure it's fat,negative
Me ha gustado un vídeo de '@YouTube ( http:// youtu.be/xz1BfLZy5cw?a - Goku SSJ3 vs Bills Español Latino - Dragon Ball super).,neutral
HR 329 - Commending Dale Gleason for his service on the Sanger Independent School District Board of Trust... http://www. legis.state.tx.us/BillLookup/His tory.aspx?LegSess=851&Bill=HR329 … #txlege,positive
startribune​.com >> Vikings vs. Bills : Time to find out if Vikings' offseason work paid off http:// buzztap.com/-l42Dmt,neutral
I'm sicka bills,negative
"AND I PAY MY MAMA BILLS , I AINT GOT NO TIME TO CHILL! THINK THESE HOES BE MAD AT ME THEY BABY FATHER WANNA BUILD.. https:// twitter.com/_zolarmoon/sta tus/894715911193710592 …",positive
A Woman Is Suing Costco For A Chicken Salad That Cost Her Millions In Health Bills http:// a.msn.com/05/en-us/AApMi yH?ocid=st …,neutral
"Law enforcement, local leaders urge lawmakers urged lawmakers to kill property tax bills http:// toplocalnow.com/us/el-paso/at/ 20#t6703148 …",negative
Utility #bills too high? Start saving today - click to learn how! > http:// bit.ly/SaveOnURBills #save #discount pic.twitter.com/IYY7xQFdhE,neutral
Really want to go to the bills preseason game tomorrow bc why not,positive
念願の bills ーーー！！ pic.twitter.com/VM1fylRXYA,neutral
The saddest part of the month is when your bills arrive......,neutral
"Karachi: Shehar Me Ke K Bad #SSGC Ne Cas Metor Ki Kharabi K Naam Pr Sarfeen Ko Cororo Rupay K Bills Jari, Rept/ Amjad Ali Khoso?",neutral
You'd think the bitch paid her bills !!!,neutral
my 74yr mom died after a drive-by mastectomy- the next month i opened more hospital bills than get well & sympathy cards combined. surreal.,negative
bills on me blue uh huh like a bruise uh huh better yet uh huh blues clues,neutral
"Y'all be having all these boo, babe, love's zaddy, but can't pay ur bills on time",neutral
"@frogirlginny so bummed I'm missing Froday this month bc of bills and stuff, last year was so much fun! Hope you guys all have a good time",positive
"I add when bills are due, when I paid the bills . When I've been in the office early. When I think I'll need a hair cut",negative
Every day I try to take a mental health day... then realize I have to pay bills and be an adult,neutral
