1.2555E+17,"My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple.",positive,apple
1.25547E+17,It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!,positive,apple
1.2554E+17,RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple,positive,apple
1.25538E+17,@RickySinghPT got a new backside for my eye phone! V impressed with @apple,positive,apple
1.25538E+17,#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things,positive,apple
1.25524E+17,Thank you @apple for making my iPad 2 feel like new again with your new iOS 5!,positive,apple
1.25502E+17,Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple,positive,apple
1.25501E+17,@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required,positive,apple
1.25495E+17,New iOS 5 update is THE BEST. iloveyou @apple,positive,apple
1.25459E+17,"Finally got my iPhone 4S, thanks @Apple. Stupid @att. Learned my lesson.",positive,apple
1.25455E+17,"I absolutely love my iPhone 4S. Thank you, Steve and @apple.",positive,apple
1.25423E+17,@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s,positive,apple
1.25417E+17,"dammit, listening to siri is making me want to upgrade. well played @apple.",positive,apple
1.25408E+17,"Create new folders from within your photo album in #iOS5, finally!! Thanks @Apple, that's been a thorn in my side for a while. #newfeature",positive,apple
1.25402E+17,@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!,positive,apple
1.25394E+17,#iOS5 update submitted to @apple! Thanks for all the support!,positive,apple
1.25357E+17,Awesome service from the @apple store in pc. Thanks chris!,positive,apple
1.25343E+17,RT @To1ne: .@apple thanks for fixing this... http://t.co/wTj1ogDO,positive,apple
1.25338E+17,I am crazy about #iOS5 . The photo cropping is the best! @apple,positive,apple
1.25334E+17,.@apple thanks for fixing this... http://t.co/wTj1ogDO,positive,apple
1.25313E+17,@apple has changed life.,positive,apple
1.2531E+17,Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!,positive,apple
1.2528E+17,The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple,positive,apple
1.25256E+17,#iOs5 is nice and as it had to be ! Thanks @Apple,positive,apple
1.25252E+17,Good support fm Kevin @apple #Bellevue store 4 biz customers TY!,positive,apple
1.25239E+17,Wow I am loving this new @apple update for my touch. #coolness Well done,positive,apple
1.25238E+17,@Apple: Siri is amazing!!! I'm in love!,positive,apple
1.25165E+17,Love love love iOS 5!! @apple,positive,apple
1.26419E+17,RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ...,negative,apple
1.26417E+17,"RT @Jewelz2611 @mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..",negative,apple
1.26417E+17,"@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..",negative,apple
1.26411E+17,@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5,negative,apple
1.26411E+17,@apple needs to hurry up and release #iTunesMatch,negative,apple
1.2641E+17,Why is  #Siri always down @apple,negative,apple
1.26409E+17,I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple,negative,apple
1.26408E+17,"@apple AirDrop #fail - Immediate ""declined your request."" every time",negative,apple
1.26408E+17,good article about why @apple fucked it all up with lion and their future. http://t.co/zNDP9Vr6 #fb,negative,apple
1.26405E+17,Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s,negative,apple
1.26405E+17,The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss,negative,apple
1.26401E+17,Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple,negative,apple
1.26395E+17,"@paulens It surprises me that @Apple throws up an error alert about authorizing, and there's no ""Authorize this computer"" button.",negative,apple
1.26393E+17,FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.,negative,apple
1.26392E+17,"Oh, @apple. Steve obviously had nothing to do with iPhoto, as it's the perfect opposite of 'insanely great'. Get it fixed, please.",negative,apple
1.26388E+17,"Seriously - I have absolutely no offing clue what @Apple means by ""authorization"", nor how to do it.",negative,apple
1.26385E+17,"shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild.",negative,apple
1.26383E+17,. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!,negative,apple
1.26382E+17,Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance,negative,apple
1.26382E+17,Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity,negative,apple
1.26381E+17,"I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!",negative,apple
1.26381E+17,It would be great If @Apple would send my new phone. #frustrated,negative,apple
1.26377E+17,@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.,negative,apple
1.26375E+17,"@rogerweir no but I have the option of a  replacement iPhone 4s ?
Not sure if I want one after having 2 duff iPhones.
@O2 @iphone4s @apple",negative,apple
1.26373E+17,So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?,negative,apple
1.26372E+17,"You know @apple It's been almost a week since I paid for iTunes Match, I would really like to use it. Any ETA on a fix?",negative,apple
1.26363E+17,removing all @apple shit.,negative,apple
1.26361E+17,So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple,negative,apple
1.26358E+17,@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em,negative,apple
1.26358E+17,Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise,negative,apple
1.26358E+17,"@bisquiat @Apple the upgrade just slows down my phone so much, it's stuck half the time. uch. thankfully no other damage. sucks for you :(",negative,apple
1.26357E+17,@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.,negative,apple
1.26355E+17,Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat,negative,apple
1.26352E+17,@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO,negative,apple
1.26348E+17,Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.,negative,apple
1.26344E+17,"@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv",negative,apple
1.26344E+17,Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!,negative,apple
1.26344E+17,"@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the ""newest"" model are suckers...",negative,apple
1.26343E+17,Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.,negative,apple
1.26335E+17,@APPLE Wow @MOTOROLA Just crushed your dreams....,negative,apple
1.26334E+17,Time to play a game called wait at the @apple store forever because the tourists are taking forever with their genius appointments.,negative,apple
1.26331E+17,"Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR",negative,apple
1.26328E+17,"@apple, 
No, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now",negative,apple
1.26325E+17,"@Apple, on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?",negative,apple
1.26324E+17,@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T,negative,apple
1.26324E+17,Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii,negative,apple
1.26321E+17,@apple why is my iPhone battery so crappy #fail,negative,apple
1.2632E+17,My @Apple @macbook keyboard will not type :(,negative,apple
1.26311E+17,"Why doesn't @apple iCloud sync Stickies? They've always been around, just nothing every progressed w/ them!! Why apple why?  @gruber",negative,apple
1.2631E+17,"@apple, your new ""Save a Version"" function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world",negative,apple
1.26307E+17,I hate my @apple computer.  Thats 3500 dollars down the drain.,negative,apple
1.26302E+17,@apple my iPhone is charging very slowly!!!!!,negative,apple
1.26299E+17,"@Apple #iOS5 gm on ipad1 is very slow wash better on beta7/8 solve this problem, or give me the ipad2",negative,apple
1.26297E+17,"@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!",negative,apple
1.26292E+17,"@Apple iTunes is the worst program ever. For such a great phone, you make some awful software.",negative,apple
1.26287E+17,One would think the voice recognition on the @apple tech support line would work a little better.,negative,apple
1.26284E+17,"@apple $319 to repair my iPad 2, Apple you've lost me and my $700 a year, Android here I come!",negative,apple
1.26281E+17,"@azee1v1 @apple @umber Proper consolidation, proper syncing, stop losing my PURCHASED items, checkboxes that do what you think they will do.",negative,apple
1.26281E+17,@AsimRang @apple @umber the desktop app is wack though,negative,apple
1.2628E+17,I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm,negative,apple
1.26258E+17,Frustrated that I bought a new macbook pro from @apple only to find it doesnt ship with media! #expensivepaperweight,negative,apple
1.26258E+17,Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #,negative,apple
1.26251E+17,#DontBeMadAtMeBecause #Android is by far better than @Apple,negative,apple
1.26248E+17,@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.,negative,apple
1.26244E+17,@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt,negative,apple
1.26241E+17,Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise.,negative,apple
1.26238E+17,Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!,negative,apple
1.26222E+17,Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???,negative,apple
1.26189E+17,fuck u @apple,negative,apple
1.26189E+17,oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it,negative,apple
1.26189E+17,why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple,negative,apple
1.26189E+17,. if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed,negative,apple
1.26167E+17,Like @apple da fuck is this shit?  http://t.co/nb4DHlSg,negative,apple
1.26163E+17,Damn it @Apple!! Whatchu done to my phone??,negative,apple
1.26159E+17,"Samsung seeks iPhone 4S ban in Japan and Australia
Patent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk",negative,apple
1.26155E+17,"@apple, why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail",negative,apple
1.26153E+17,@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??,negative,apple
1.26151E+17,"@apple the reservation system not working, shows no products avail let alone iphone 4s I had the site open in 3 browsers at 9 PM and nothing",negative,apple
1.26144E+17,@albertmal88 remember @apple is evil. #icloud entering the #dropbox market,negative,apple
1.26141E+17,I know a few others having same issue RT @Joelplane: 9% now on my second full charge of the day. Pissed @Apple,negative,apple
1.26141E+17,9% now on my second full charge of the day. Pissed @Apple,negative,apple
1.26133E+17,RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!,negative,apple
1.2613E+17,iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.,negative,apple
1.26127E+17,i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple,negative,apple
1.26118E+17,Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!,negative,apple
1.26107E+17,@apple u guys are gay,negative,apple
1.261E+17,"Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE, Y RESTRICTIONS ON MY SMS?  Y NO TEXTS.... #iOS5 #iOS5atemydingo",negative,apple
1.26096E+17,none of my apps work after the new ios from @apple. what do i do?!?,negative,apple
1.26094E+17,"Seemingly endless loop of calls to @apple, @ups, @verizonwireless to investigate my missing #iphone4s. #crankywithnophone",negative,apple
1.26089E+17,@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!,negative,apple
1.26088E+17,@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.,negative,apple
1.26086E+17,"@chascouponmom @apple I get they are busy w/ the new phone, but I just wanted to buy a stylus. they made me wait forever outside & never",negative,apple
1.26084E+17,"@apple @iphone Please deliver my daughter's i4s, she is driving me nuts #iphone",negative,apple
1.26082E+17,"@sprint @bestbuy still no word on my iPhone4s preorder.  Best Buy blames Sprint, Sprint blames @apple, I just want an honest answer.  #help",negative,apple
1.2608E+17,"Hey @apple, the SMS full message is complete shit. Yes, I'm annoyed.",negative,apple
1.26075E+17,Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6,negative,apple
1.26074E+17,"@Apple your service experience is really fucking slipping (except for cute, eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg",negative,apple
1.26073E+17,Had ma Ipas not 24 hours an I jailbroke it...now its SHAGGED itunes won't letme restore it @apple SYM!!!!,negative,apple
1.2607E+17,@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!',negative,apple
1.26069E+17,What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.,negative,apple
1.26063E+17,Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh,negative,apple
1.26054E+17,"Where is my iPhone!?!?!?!
@apple",negative,apple
1.26054E+17,@apple battery life suck on iOS 5,negative,apple
1.2605E+17,An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.,negative,apple
1.26045E+17,@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?,negative,apple
1.26044E+17,"Hey @apple why can't I share a reminder list from my iPhone?
Also why can't I login to the iCloud webpage to modify sharing from my phone?",negative,apple
1.26038E+17,Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade,negative,apple
1.26037E+17,could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous,negative,apple
1.26035E+17,Can someone plz explain to me whhyy @apple is only distributing 2-3 phones per day to the sprint stores. I'm really ... http://t.co/uf9taK8f,negative,apple
1.26032E+17,"GAH. @apple iOS 5 opens text messages painfully slow, on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.",negative,apple
1.26031E+17,Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread,negative,apple
1.26021E+17,As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad,negative,apple
1.26018E+17,I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN,negative,apple
1.26015E+17,"I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.",negative,apple
1.26013E+17,Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall,negative,apple
1.26009E+17,RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.,negative,apple
1.26007E+17,"Updating to IOS5 with my regular iphone4 just made it slower and messed up.. @apple give me a free 4S and we can call it even, thanks",negative,apple
1.26006E+17,"@apple If you want to know what customers think dont send updates with the ""noreply"" return address. Who invented that anyway. #useless",negative,apple
1.26004E+17,"Every time I try the voice control on my iPod Touch to send an iMessage, it starts playing ""Who Knew"" by Pink.  Still not Flawless @Apple",negative,apple
1.26002E+17,should be studying/ doing work but no I'm hold with @apple HURRY THE FUCK UP! #nopatience,negative,apple
1.26002E+17,Ok Hindi keyboard in #iOS5 is something to cheer about.  But @apple  what about  support for 20+ missing Indian languages!? #FAIL,negative,apple
1.26E+17,"RT @ScottDugas: Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade  ...",negative,apple
1.25996E+17,@betweensundays Ah! Yeah...should be an option...hopefully @apple figures that out. Thx,negative,apple
1.25995E+17,"""Waiting for items to copy"" in Itunes after everything DID copy goes on, and on, and on.  Come on @Apple, what the hell?",negative,apple
1.25995E+17,@Apple unhappy again with service/product quality. Won't buy @Apple again.,negative,apple
1.25995E+17,Lies @apple. the battery on this new iPhone4S is definitely not any better.,negative,apple
1.25988E+17,"Been on hold with @apple customer service for 25 minutes. Wow, lt's like they're #timewarnercable.",negative,apple
1.25987E+17,anyone else stuck in duped calendar/mail/battery sucking @apple hell? #iCloud and #OSX Lion are a disappointment,negative,apple
1.25981E+17,"@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?",negative,apple
